ID	FK_Plant_ID	Unique_Plant_Id	PlantName	OptOutPlant	CapacityOptedOutMW	HoursOperated	PlantIncludedInNERP
21002	21002	NL0026	Centrale Gelderland GDF SUEZ Energie Nederland N.V., 88272	No			No
21003	21003	NL0028	Chemelot Site Permit BV, 89405	No			No
21004	21004	NL0029	Chemelot Site Permit BV, 89406	No			No
21005	21005	NL0030	Chemelot Site Permit BV, 89407	No			No
21006	21006	NL0031	Chemelot Site Permit BV, 89404	No			No
21007	21007	NL0032	Chemelot Site Permit BV, 89408	No			No
21008	21008	NL0033	Chemelot Site Permit BV, 89409	No			No
21009	21009	NL0034	Chemelot Site Permit BV, 89410	No			No
21010	21010	NL0035	Chemelot Site Permit BV, 89411	No			No
21011	21011	NL0036	Chemelot Site Permit BV, 89412	No			No
21012	21012	NL0038	Chemelot Site Permit BV, 89417	No			No
21013	21013	NL0039	Chemelot Site Permit BV, 89418	No			No
21014	21014	NL0040	Chemelot Site Permit BV, 89422	No			No
21015	21015	NL0041	Croda Nederland BV, 90987	No			No
21016	21016	NL0042	Delesto BV, 90811	No			No
21017	21017	NL0043	Delesto BV, 90812	No			No
21018	21018	NL0044	Delesto BV, 90813	No			No
21019	21019	NL0045	Dow Benelux BV (Hoek), 92104	No			No
21020	21020	NL0046	Dow Benelux BV (Hoek), 92105	No			No
21021	21021	NL0047	Dow Benelux BV (Hoek), 92116	No			No
21022	21022	NL0048	Dow Benelux BV (Hoek), 92117	No			No
21023	21023	NL0049	Dow Benelux BV (Hoek), 92120	No			No
21024	21024	NL0050	Dow Benelux BV (Hoek), 92121	No			No
21025	21025	NL0051	Dow Benelux BV (Hoek), 92122	No			No
21026	21026	NL0052	Dow Benelux BV (Hoek), 92123	No			No
21027	21027	NL0053	Dow Benelux BV (Hoek), 92124	No			No
21028	21028	NL0054	Dow Benelux BV (Hoek), 92129	No			No
21029	21029	NL0055	Dow Benelux BV (Hoek), 92130	No			No
21030	21030	NL0056	Dow Benelux BV (Hoek), 92131	No			No
21031	21031	NL0057	Dow Benelux BV (Hoek), 92132	No			No
21032	21032	NL0058	Dow Benelux BV (Hoek), 92133	No			No
21033	21033	NL0059	Dow Benelux BV (Hoek), 92134	No			No
21034	21034	NL0060	Dow Benelux BV (Hoek), 92135	No			No
21035	21035	NL0061	Dow Benelux BV (Hoek), 92136	No			No
21036	21036	NL0062	Dow Benelux BV (Hoek), 92137	No			No
21037	21037	NL0063	Dow Benelux BV (Hoek), 92138	No			No
21038	21038	NL0064	Dow Benelux BV (Hoek), 92139	No			No
21039	21039	NL0065	Dow Benelux BV (Hoek), 92140	No			No
21040	21040	NL0066	Dow Benelux BV (Hoek), 92141	No			No
21041	21041	NL0067	Dow Benelux BV (Hoek), 92142	No			No
21042	21042	NL0068	Dow Benelux BV (Hoek), 92143	No			No
21043	21043	NL0069	Dow Benelux BV (Hoek), 92144	No			No
21044	21044	NL0070	Dow Benelux BV (Hoek), 92152	No			No
21045	21045	NL0071	Dow Benelux BV (Hoek), 92159	No			No
21046	21046	NL0072	SCA Packaging De Hoop BV, 87390	No			No
21047	21047	NL0073	Du Pont de Nemours (Ned.) BV, 95373	No			No
21048	21048	NL0074	Du Pont de Nemours (Ned.) BV, 95374	No			No
21049	21049	NL0075	E.On Benelux NV (Maasvlakte), 91387	No			No
21050	21050	NL0076	E.On Benelux NV (Maasvlakte), 91388	No			No
21051	21051	NL0077	E.On Benelux NV (Maasvlakte), 91389	No			No
21052	21052	NL0079	E.On Benelux NV (Maasvlakte), 91391	No			No
21053	21053	NL0081	E.On Benelux NV (RoCa), 90600	No			No
21054	21054	NL0082	E.On Benelux NV (RoCa), 90601	No			No
21055	21055	NL0083	Elsta B.V. & Co. CV, 90786	No			No
21056	21056	NL0084	Elsta B.V. & Co. CV, 90787	No			No
21057	21057	NL0085	Elsta B.V. & Co. CV, 90788	No			No
21058	21058	NL0086	Enecal Energy VOF, 87555	No			No
21059	21059	NL0087	ENECOGEN V.O.F., 89935	No			No
21060	21060	NL0088	ENECOGEN V.O.F., 89936	No			No
21061	21061	NL0089	EPZ NV (Conventional Operations), 88108	No			No
21062	21062	NL0090	Essent bio-energiecentrale Cuijk, 87478	No			No
21063	21063	NL0091	Essent Energie Productie BV (Amer), 90265	No			No
21064	21064	NL0092	Essent Energie Productie BV (Amer), 90266	No			No
21065	21065	NL0093	Essent Energie Productie BV (Clauscentrale), 87998	No			No
21066	21066	NL0094	Essent Energie Productie BV (Clauscentrale), 87999	No			No
21067	21067	NL0095	Essent Energie Productie BV (Clauscentrale), 88000	No			No
21068	21068	NL0096	Essent Energie Productie BV (Clauscentrale), 88001	No			No
21069	21069	NL0098	Essent Energie Productie WKC Eindhoven, 87509	No			No
21070	21070	NL0099	Essent WKC Bergen op Zoom, 87514	No			No
21071	21071	NL0100	Essent WKC Helmond 1+2, 87500	No			No
21072	21072	NL0101	Essent WKC Helmond 1+2, 87501	No			No
21073	21073	NL0102	Essent WKC ´s-Hertogenbosch, 87476	No			No
21074	21074	NL0103	Esso Nederland BV (Raffinaderij Rotterdam), 89543	No			No
21075	21075	NL0104	Esso Nederland BV (Raffinaderij Rotterdam), 89544	No			No
21076	21076	NL0106	Esso Nederland BV (Raffinaderij Rotterdam), 89546	No			No
21077	21077	NL0107	Esso Nederland BV (Raffinaderij Rotterdam), 89547	No			No
21078	21078	NL0108	Esso Nederland BV (Raffinaderij Rotterdam), 89548	No			No
21079	21079	NL0109	Esso Nederland BV (Raffinaderij Rotterdam), 89549	No			No
21080	21080	NL0110	Esso Nederland BV (Raffinaderij Rotterdam), 89550	No			No
21081	21081	NL0111	Eurogen CV, 87543	No			No
21082	21082	NL0112	Eurogen CV, 87544	No			No
21083	21083	NL0113	ExxonMobil Chemical Holland BV (RAP), 89532	No			No
21084	21084	NL0114	ExxonMobil Chemical Holland BV (RAP), 89533	No			No
21085	21085	NL0115	ExxonMobil Chemical Holland BV (ROP van RPI), 88736	No			No
21086	21086	NL0116	ExxonMobil Chemical Holland BV (ROP van RPI), 88737	No			No
21087	21087	NL0117	FrieslandCampina (Leeuwarden), 90096	No			No
21088	21088	NL0118	GDF SUEZ (Centrale Bergum), 89757	No			No
21089	21089	NL0119	GDF SUEZ (Centrale Bergum), 89760	No			No
21090	21090	NL0120	GDF SUEZ Centrale Harculo, 89638	No			No
21091	21091	NL0121	GDF SUEZ Centrale Harculo, 89639	No			No
21092	21092	NL0122	GDF Suez Energie Nederland NV Eemscentrale, 87883	No			No
21093	21093	NL0123	GDF Suez Energie Nederland NV Eemscentrale, 87884	No			No
21094	21094	NL0124	GDF Suez Energie Nederland NV Eemscentrale, 87885	No			No
21095	21095	NL0125	GDF Suez Energie Nederland NV Eemscentrale, 87886	No			No
21096	21096	NL0126	GDF Suez Energie Nederland NV Eemscentrale, 87887	No			No
21097	21097	NL0127	GDF Suez Energie Nederland NV Eemscentrale, 87888	No			No
21098	21098	NL0129	Koch HC Partnership BV, 90346	No			No
21099	21099	NL0130	Kuwait Petroleum Europoort BV (KPE), 88848	No			No
21100	21100	NL0131	Kuwait Petroleum Europoort BV (KPE), 88849	No			No
21101	21101	NL0132	Kuwait Petroleum Europoort BV (KPE), 88850	No			No
21102	21102	NL0133	Kuwait Petroleum Europoort BV (KPE), 88851	No			No
21103	21103	NL0134	Kuwait Petroleum Europoort BV (KPE), 88852	No			No
21104	21104	NL0135	Kuwait Petroleum Europoort BV (KPE), 88847	No			No
21105	21105	NL0136	Maasstroom Energie CV, 88205	No			No
21106	21106	NL0137	Maxima-centrale, 89621	No			No
21107	21107	NL0138	Maxima-centrale, 89622	No			No
21108	21108	NL0139	Maxima-centrale, 89623	No			No
21109	21109	NL0140	Nuon (Kanaalweg), 90757	No			No
21110	21110	NL0141	Nuon HWC Nicolaas Beetsstraat, 90762	No			No
21111	21111	NL0142	Nuon (Nieuwegein), 90760	No			No
21112	21112	NL0143	Nuon HWC Overvecht (Esmoreit), 90512	No			No
21113	21113	NL0144	Nuon IJmond 1, 90365	No			No
21114	21114	NL0145	Nuon Power Generation BV (Buggenum), 90505	No			No
21115	21115	NL0146	Nuon Power Generation BV (Diemen), 90752	No			No
21116	21116	NL0147	Nuon Power Generation BV (Diemen), 90753	No			No
21117	21117	NL0148	Nuon Power Generation BV (Diemen), 90754	No			No
21118	21118	NL0152	Nuon Power Generation BV (Hemweg), 90715	No			No
21119	21119	NL0153	Nuon Power Generation BV (Hemweg), 90716	No			No
21120	21120	NL0154	Nuon Power Generation BV (Lage Weide), 90284	No			No
21121	21121	NL0155	Nuon Power Generation BV (Merwedekanaal), 90280	No			No
21122	21122	NL0156	Nuon Power Generation BV (Merwedekanaal), 90281	No			No
21123	21123	NL0157	Nuon Power Generation BV (Velsen), 90355	No			No
21124	21124	NL0158	Nuon Power Generation BV (Velsen), 90356	No			No
21125	21125	NL0159	Reststoffen Energie Centrale (REC), 89352	No			No
21126	21126	NL0160	Rijnmond Energie, 88202	No			No
21127	21127	NL0161	Rijnmond Energie, 88203	No			No
21128	21128	NL0162	SABIC Innovative Plastics BV, 89722	No			No
21129	21129	NL0163	Sappi Maastricht BV, 88693	No			No
21130	21130	NL0164	Sappi Maastricht BV, 88695	No			No
21131	21131	NL0165	Sappi Nijmegen BV, 87831	No			No
21132	21132	NL0166	Shell Nederland Chemie BV (Moerdijk), 88928	No			No
21133	21133	NL0167	Shell Nederland Chemie BV (Moerdijk), 88929	No			No
21134	21134	NL0168	Shell Nederland Chemie BV (Moerdijk), 88930	No			No
21135	21135	NL0169	Shell Nederland Chemie BV (Moerdijk), 88931	No			No
21136	21136	NL0170	Shell Nederland Raffinaderij BV, 89050	No			No
21137	21137	NL0171	Shell Nederland Raffinaderij BV, 89051	No			No
21138	21138	NL0172	Shell Nederland Raffinaderij BV, 89052	No			No
21139	21139	NL0173	Shell Nederland Raffinaderij BV, 89053	No			No
21140	21140	NL0174	Shell Nederland Raffinaderij BV, 89054	No			No
21141	21141	NL0175	Shell Nederland Raffinaderij BV, 89055	No			No
21142	21142	NL0176	Shell Nederland Raffinaderij BV, 89056	No			No
21143	21143	NL0177	Shell Nederland Raffinaderij BV, 89057	No			No
21144	21144	NL0178	Shell Nederland Raffinaderij BV, 89075	No			No
21145	21145	NL0179	Shell Nederland Raffinaderij BV, 89077	No			No
21146	21146	NL0180	Sloe Centrale BV (Vlissingen), 88528	No			No
21147	21147	NL0181	Sloe Centrale BV (Vlissingen), 88529	No			No
21148	21148	NL0182	Suiker Unie (Dinteloord), 88597	No			No
21149	21149	NL0183	Suiker Unie (Dinteloord), 88598	No			No
21150	21150	NL0184	Suiker Unie Vierverlaten, 90863	No			No
21151	21151	NL0185	Zeeland Refinery N.V., 87295	No			No
21152	21152	NL0186	Zeeland Refinery N.V., 87294	No			No
21153	21153	NL0187	Zeeland Refinery N.V., 87293	No			No
21154	21154	NL0188	Zeeland Refinery N.V., 87292	No			No
21155	21155	NL0189	Zeeland Refinery N.V., 87291	No			No
21156	21156	NL0190	YARA Sluiskil BV, 91419	No			No
21157	21157	NL0191	YARA Sluiskil BV, 91418	No			No
21158	21158	NL0192	Tata Steel IJmuiden BV, 95039	No			No
21159	21159	NL0193	Tata Steel IJmuiden BV, 95038	No			No
21160	21160	NL0194	Tata Steel IJmuiden BV, 95037	No			No
21161	21161	NL0195	Tata Steel IJmuiden BV, 95035	No			No
21162	21162	NL0196	Tata Steel IJmuiden BV, 95033	No			No
21163	21163	NL0197	Tata Steel IJmuiden BV, 95032	No			No
21164	21164	NL0301	Akzo Nobel Chemicals BV (Botlek), 90690	No			No
21165	21165	NL0304	Delesto BV, 90819	No			No
21166	21166	NL0309	Nuon Power Generation BV (Hemweg), 90714	No			No
21167	21167	NL0001	Abengoa Bioenergy, GT + HRSG	No			No
21168	21168	NL0002	Air Products HyCo 4 (Botlekweg), SMR	No			No
21169	21169	NL0003	Air Products Nederland BV (Botlek), Ketel A	No			No
21170	21170	NL0004	Air Products Nederland BV (Botlek), LM2500/D&Eketel	No			No
21171	21171	NL0005	Akzo Nobel Chemicals BV (Botlek), F-3201 Storkketel - EVB	No			No
21172	21172	NL0006	Akzo Nobel Chemicals BV (Botlek), F3202 HCG ketel - EVB	No			No
21173	21173	NL0007	Akzo Nobel Chemicals BV (Hengelo), Installatie nr.25/26	No			No
21174	21174	NL0008	Akzo Nobel Chemicals BV (Hengelo), Ketel 7 (Installatie nr.15)	No			No
21175	21175	NL0009	Akzo Nobel Chemicals BV (Hengelo), Ketel 9 (Installatie nr.17)	No			No
21176	21176	NL0010	Avebe u.a. (Foxhol), gasturbine + afgassenketel-3	No			No
21177	21177	NL0011	Bio Methanol Chemie Nederland (BioMCN), BioMCN installatie MeOH-I	No			No
21178	21178	NL0012	BioEnergieCentrale Delfzijl B.V., Wervelbedoven	No			No
21179	21179	NL0013	Biomassacentrale Moerdijk, Elektriciteitscentrale	No			No
21180	21180	NL0014	BP Rotterdam Refinery, 2H1101	No			No
21181	21181	NL0015	BP Rotterdam Refinery, 2TG101A + 2H101A	No			No
21182	21182	NL0016	BP Rotterdam Refinery, 2TG101B + 2H101B	No			No
21183	21183	NL0017	BP Rotterdam Refinery, H-2101	No			No
21184	21184	NL0018	BP Rotterdam Refinery, H2201	No			No
21185	21185	NL0019	BP Rotterdam Refinery, H3004/29F1	No			No
21186	21186	NL0020	BP Rotterdam Refinery, Hz2101	No			No
21187	21187	NL0021	BP Rotterdam Refinery, Hz2201	No			No
21188	21188	NL0022	BP Rotterdam Refinery, SG1001	No			No
21189	21189	NL0023	BP Rotterdam Refinery, SG1004	No			No
21190	21190	NL0024	Centrale Gelderland GDF SUEZ Energie Nederland N.V., G13 Hoofdketel	No			No
21191	21191	NL0025	Centrale Gelderland GDF SUEZ Energie Nederland N.V., G24 SnelStartKetel	No			No
21192	21192	NL0026	Centrale Gelderland GDF SUEZ Energie Nederland N.V., G34 Hulpketel	No			No
21193	21193	NL0027	Centrale Rotterdam, hoofdketel	No			No
21194	21194	NL0028	Chemelot Site Permit BV, AFA2	No			No
21195	21195	NL0029	Chemelot Site Permit BV, AFA3	No			No
21196	21196	NL0030	Chemelot Site Permit BV, F3300	No			No
21197	21197	NL0031	Chemelot Site Permit BV, F3400 Schoorsteen stoomketel/meeverbrandingsinstallatie	No			No
21198	21198	NL0032	Chemelot Site Permit BV, F3500 Gas	No			No
21199	21199	NL0033	Chemelot Site Permit BV, F3500 Olie	No			No
21200	21200	NL0034	Chemelot Site Permit BV, F3501	No			No
21201	21201	NL0035	Chemelot Site Permit BV, F3600	No			No
21202	21202	NL0036	Chemelot Site Permit BV, F3700	No			No
21203	21203	NL0037	Chemelot Site Permit BV, F3800	No			No
21204	21204	NL0038	Chemelot Site Permit BV, NAK3	No			No
21205	21205	NL0039	Chemelot Site Permit BV, NAK4	No			No
21206	21206	NL0040	Chemelot Site Permit BV, WKC-Swentibold	No			No
21207	21207	NL0041	Croda Nederland BV, 1.2 Bijstookketel 10 (K10)	No			No
21208	21208	NL0042	Delesto BV, Afgassenketel AF2100	No			No
21209	21209	NL0043	Delesto BV, Afgassenketel AF2200	No			No
21210	21210	NL0044	Delesto BV, Afgassenketel AF2300	No			No
21211	21211	NL0045	Dow Benelux BV (Hoek), Dow_1-BA-109 Ethyleen-1	No			No
21212	21212	NL0046	Dow Benelux BV (Hoek), Dow_1-BA-110 Ethyleen-1	No			No
21213	21213	NL0047	Dow Benelux BV (Hoek), Dow_1-BA-98 Ethyleen-1	No			No
21214	21214	NL0048	Dow Benelux BV (Hoek), Dow_1-BA-99 Ethyleen-1	No			No
21215	21215	NL0049	Dow Benelux BV (Hoek), Dow_2-BA-111 Ethyleen-2	No			No
21216	21216	NL0050	Dow Benelux BV (Hoek), Dow_2-BA-112 Ethyleen-2	No			No
21217	21217	NL0051	Dow Benelux BV (Hoek), Dow_2-BA-113 Ethyleen-2	No			No
21218	21218	NL0052	Dow Benelux BV (Hoek), Dow_2-BA-115 Ethyleen-2	No			No
21219	21219	NL0053	Dow Benelux BV (Hoek), Dow_2-BA-116 Ethyleen-2	No			No
21220	21220	NL0054	Dow Benelux BV (Hoek), Dow_2-BA-96 Ethyleen-2	No			No
21221	21221	NL0055	Dow Benelux BV (Hoek), Dow_2-BA-97 Ethyleen-2	No			No
21222	21222	NL0056	Dow Benelux BV (Hoek), Dow_2-BA-98 Ethyleen-2	No			No
21223	21223	NL0057	Dow Benelux BV (Hoek), Dow_2-BA-99 Ethyleen-2	No			No
21224	21224	NL0058	Dow Benelux BV (Hoek), Dow_3-BA-100 Ethyleen-3	No			No
21225	21225	NL0059	Dow Benelux BV (Hoek), Dow_3-BA-101 Ethyleen-3	No			No
21226	21226	NL0060	Dow Benelux BV (Hoek), Dow_3-BA-102 Ethyleen-3	No			No
21227	21227	NL0061	Dow Benelux BV (Hoek), Dow_3-BA-103 Ethyleen-3	No			No
21228	21228	NL0062	Dow Benelux BV (Hoek), Dow_3-BA-104 Ethyleen-3	No			No
21229	21229	NL0063	Dow Benelux BV (Hoek), Dow_3-BA-105 Ethyleen-3	No			No
21230	21230	NL0064	Dow Benelux BV (Hoek), Dow_3-BA-106 Ethyleen-3	No			No
21231	21231	NL0065	Dow Benelux BV (Hoek), Dow_3-BA-107 Ethyleen-3	No			No
21232	21232	NL0066	Dow Benelux BV (Hoek), Dow_3-BA-108 Ethyleen-3	No			No
21233	21233	NL0067	Dow Benelux BV (Hoek), Dow_3-BA-109 Ethyleen-3	No			No
21234	21234	NL0068	Dow Benelux BV (Hoek), Dow_3-BA-110 Ethyleen-3	No			No
21235	21235	NL0069	Dow Benelux BV (Hoek), Dow_3-BA-114 Ethyleen-3	No			No
21236	21236	NL0070	Dow Benelux BV (Hoek), Dow_Ketel-5 Power & Utilities	No			No
21237	21237	NL0071	Dow Benelux BV (Hoek), Styron_4-CF-191 Styreen-4 (CF-111+CF-112+CF113+CF-121)	No			No
21238	21238	NL0072	DS Smith Paper De Hoop Mill, K10	No			No
21239	21239	NL0073	Du Pont de Nemours (Ned.) BV, stoomketel 5 - WKK1	No			No
21240	21240	NL0074	Du Pont de Nemours (Ned.) BV, stoomketel 6 - WKK2	No			No
21241	21241	NL0075	E.On Benelux NV (Maasvlakte), DFB ketel	No			No
21242	21242	NL0076	E.On Benelux NV (Maasvlakte), EFM Eenheid 1	No			No
21243	21243	NL0077	E.On Benelux NV (Maasvlakte), EFM Eenheid 2	No			No
21244	21244	NL0078	E.On Benelux NV (Maasvlakte), EFM Eenheid 3	No			No
21245	21245	NL0079	E.On Benelux NV (Maasvlakte), GT inclusief HRSG ketel	No			No
21246	21246	NL0080	E.ON Centrale Leiden, Hulpketels 3x18 MW	No			No
21247	21247	NL0081	E.ON Centrale RoCa, Hulpketel 3	No			No
21248	21248	NL0082	E.ON Centrale RoCa, Hulpketel 4	No			No
21249	21249	NL0083	Elsta B.V. & Co. CV, GTG HRB 101	No			No
21250	21250	NL0084	Elsta B.V. & Co. CV, GTG HRB 201	No			No
21251	21251	NL0085	Elsta B.V. & Co. CV, GTG HRB 301	No			No
21252	21252	NL0086	Enecal Energy VOF, Cogen C	No			No
21253	21253	NL0087	ENECOGEN V.O.F., Gasturbine Unit 10	No			No
21254	21254	NL0088	ENECOGEN V.O.F., Gasturbine Unit 20	No			No
21255	21255	NL0089	EPZ NV (Conventional Operations), BS12 Ketel	No			No
21256	21256	NL0090	Essent bio-energiecentrale Cuijk, Ketel BEC	No			No
21257	21257	NL0091	Essent Energie Productie BV (Amer), AC 81	No			No
21258	21258	NL0092	Essent Energie Productie BV (Amer), AC 91	No			No
21259	21259	NL0093	Essent Energie Productie BV (Clauscentrale), Eenheid A	No			No
21260	21260	NL0094	Essent Energie Productie BV (Clauscentrale), Eenheid C1	No			No
21261	21261	NL0095	Essent Energie Productie BV (Clauscentrale), Eenheid C2	No			No
21262	21262	NL0096	Essent Energie Productie BV (Clauscentrale), Eenheid C3	No			No
21263	21263	NL0097	Essent Energie Productie BV (Moerdijk), STEG	No			No
21264	21264	NL0098	Essent Energie Productie WKC Eindhoven, Gasturbine	No			No
21265	21265	NL0099	Essent WKC Bergen op Zoom, Gasturbine	No			No
21266	21266	NL0100	Essent WKC Helmond 1+2, Gasturbine 1	No			No
21267	21267	NL0101	Essent WKC Helmond 1+2, Gasturbine 2	No			No
21268	21268	NL0102	Essent WKC ´s-Hertogenbosch, Gasturbine	No			No
21269	21269	NL0103	Esso Nederland BV (Raffinaderij Rotterdam), F-5101	No			No
21270	21270	NL0104	Esso Nederland BV (Raffinaderij Rotterdam), F-5102	No			No
21271	21271	NL0105	Esso Nederland BV (Raffinaderij Rotterdam), F-561/2/3	No			No
21272	21272	NL0106	Esso Nederland BV (Raffinaderij Rotterdam), F-6401	No			No
21273	21273	NL0107	Esso Nederland BV (Raffinaderij Rotterdam), F-6701	No			No
21274	21274	NL0108	Esso Nederland BV (Raffinaderij Rotterdam), SG-8101A	No			No
21275	21275	NL0109	Esso Nederland BV (Raffinaderij Rotterdam), SG-8101B	No			No
21276	21276	NL0110	Esso Nederland BV (Raffinaderij Rotterdam), SG-861	No			No
21277	21277	NL0111	Eurogen CV, Cogen A	No			No
21278	21278	NL0112	Eurogen CV, Cogen B	No			No
21279	21279	NL0113	ExxonMobil Chemical Holland BV (RAP), F-1750	No			No
21280	21280	NL0114	ExxonMobil Chemical Holland BV (RAP), F-4002	No			No
21281	21281	NL0115	ExxonMobil Chemical Holland BV (ROP van RPI), SG-1301	No			No
21282	21282	NL0116	ExxonMobil Chemical Holland BV (ROP van RPI), SG-1302	No			No
21283	21283	NL0117	FrieslandCampina (Leeuwarden), Ketel 9	No			No
21284	21284	NL0118	GDF SUEZ (Centrale Bergum), BG10	No			No
21285	21285	NL0119	GDF SUEZ (Centrale Bergum), BG20	No			No
21286	21286	NL0120	GDF SUEZ Centrale Harculo, HC60	No			No
21287	21287	NL0121	GDF SUEZ Centrale Harculo, HC-62	No			No
21288	21288	NL0122	GDF Suez Energie Nederland NV Eemscentrale, EC20 (EC22)	No			No
21289	21289	NL0123	GDF Suez Energie Nederland NV Eemscentrale, EC3	No			No
21290	21290	NL0124	GDF Suez Energie Nederland NV Eemscentrale, EC4	No			No
21291	21291	NL0125	GDF Suez Energie Nederland NV Eemscentrale, EC5	No			No
21292	21292	NL0126	GDF Suez Energie Nederland NV Eemscentrale, EC6	No			No
21293	21293	NL0127	GDF Suez Energie Nederland NV Eemscentrale, EC7	No			No
21294	21294	NL0128	Indorama Holdings Rotterdam BV, LM2500 WKK	No			No
21295	21295	NL0129	Koch HC Partnership BV, Fornuis (F-102)	No			No
21296	21296	NL0130	Kuwait Petroleum Europoort BV (KPE), 155-B	No			No
21297	21297	NL0131	Kuwait Petroleum Europoort BV (KPE), 5001-B1	No			No
21298	21298	NL0132	Kuwait Petroleum Europoort BV (KPE), 5001-B2	No			No
21299	21299	NL0133	Kuwait Petroleum Europoort BV (KPE), 5001-B3	No			No
21300	21300	NL0134	Kuwait Petroleum Europoort BV (KPE), 5201-B	No			No
21301	21301	NL0135	Kuwait Petroleum Europoort BV (KPE), 6301-4B	No			No
21302	21302	NL0136	Maasstroom Energie CV, GT20 + HRSG20	No			No
21303	21303	NL0137	Maxima-centrale, FL4	No			No
21304	21304	NL0138	Maxima-centrale, FL5	No			No
21305	21305	NL0139	Maxima-centrale, Gasturbine FL32	No			No
21306	21306	NL0140	Nuon (Kanaalweg), Kanaleneiland ketel 1 t/m ketel 8	No			No
21307	21307	NL0141	Nuon HWC Nicolaas Beetsstraat, Nicolaas Beetsstraat ketel 11 t/m ketel 14	No			No
21308	21308	NL0142	Nuon HWC Nieuwegein, Nieuwegein ketel 1 t/m ketel 10	No			No
21309	21309	NL0143	Nuon HWC Overvecht (Esmoreit), Overvecht ketel 3 t/m ketel 10	No			No
21310	21310	NL0144	Nuon IJmond 1, IJmond 01	No			No
21311	21311	NL0145	Nuon Power Generation BV (Buggenum), STEG / Afgassenketel inclusief gasturbine	No			No
21312	21312	NL0146	Nuon Power Generation BV (Diemen), Diemen 33	No			No
21313	21313	NL0147	Nuon Power Generation BV (Diemen), Diemen 34	No			No
21314	21314	NL0148	Nuon Power Generation BV (Diemen), Hulp Warmte Centrale Diemen	No			No
21315	21315	NL0149	Nuon Power Generation BV (Eemshaven), EH10	No			No
21316	21316	NL0150	Nuon Power Generation BV (Eemshaven), EH20	No			No
21317	21317	NL0151	Nuon Power Generation BV (Eemshaven), EH30	No			No
21318	21318	NL0152	Nuon Power Generation BV (Hemweg), HW 08	No			No
21319	21319	NL0153	Nuon Power Generation BV (Hemweg), HW 09	No			No
21320	21320	NL0154	Nuon Power Generation BV (Lage Weide), Lage Weide 6	No			No
21321	21321	NL0155	Nuon Power Generation BV (Merwedekanaal), Merwedekanaal 11	No			No
21322	21322	NL0156	Nuon Power Generation BV (Merwedekanaal), Merwedekanaal 12	No			No
21323	21323	NL0157	Nuon Power Generation BV (Velsen), Velsen 24	No			No
21324	21324	NL0158	Nuon Power Generation BV (Velsen), Velsen 25	No			No
21325	21325	NL0159	Reststoffen Energie Centrale (REC), lijn 1	No			No
21326	21326	NL0160	Rijnmond Energie, Combustion Turbine Generator 11A + Ketel A	No			No
21327	21327	NL0161	Rijnmond Energie, Combustion Turbine Generator 11B + Ketel B	No			No
21328	21328	NL0162	SABIC Innovative Plastics BV, HYCO-3 (Air Liquide)	No			No
21329	21329	NL0163	Sappi Maastricht BV, Hoofdinstallatie 60 MW / 135 ton	No			No
21330	21330	NL0164	Sappi Maastricht BV, Reserve installatie 24 MW / 100 ton	No			No
21331	21331	NL0165	Sappi Nijmegen BV, Ketel 6 + gasturbine	No			No
21332	21332	NL0166	Shell Nederland Chemie BV (Moerdijk), Fornuis F-5301 MSPO-2	No			No
21333	21333	NL0167	Shell Nederland Chemie BV (Moerdijk), Fornuizen F901 1301	No			No
21334	21334	NL0168	Shell Nederland Chemie BV (Moerdijk), Kraakfornuizen MLO	No			No
21335	21335	NL0169	Shell Nederland Chemie BV (Moerdijk), MLO-U MLO	No			No
21336	21336	NL0170	Shell Nederland Raffinaderij BV, CD5 - F201A	No			No
21337	21337	NL0171	Shell Nederland Raffinaderij BV, CD5 - F201B	No			No
21338	21338	NL0172	Shell Nederland Raffinaderij BV, CD5 - F201C	No			No
21339	21339	NL0173	Shell Nederland Raffinaderij BV, CD5 - F202	No			No
21340	21340	NL0174	Shell Nederland Raffinaderij BV, CD6 - F201A	No			No
21341	21341	NL0175	Shell Nederland Raffinaderij BV, CD6 - F201B	No			No
21342	21342	NL0176	Shell Nederland Raffinaderij BV, CD6 - F201C	No			No
21343	21343	NL0177	Shell Nederland Raffinaderij BV, CD6 - F202	No			No
21344	21344	NL0178	Shell Nederland Raffinaderij BV, HMU	No			No
21345	21345	NL0179	Shell Nederland Raffinaderij BV, Platformer 3	No			No
21346	21346	NL0180	Sloe Centrale BV (Vlissingen), UNIT 10	No			No
21347	21347	NL0181	Sloe Centrale BV (Vlissingen), UNIT 20	No			No
21348	21348	NL0182	Suiker Unie (Dinteloord), Ketel 25	No			No
21349	21349	NL0183	Suiker Unie (Dinteloord), Ketel 27	No			No
21350	21350	NL0184	Suiker Unie Vierverlaten, Bronswerkketel	No			No
21351	21351	NL0185	Zeeland Refinery N.V., 309H01	No			No
21352	21352	NL0186	Zeeland Refinery N.V., 303H01	No			No
21353	21353	NL0187	Zeeland Refinery N.V., 201H01	No			No
21354	21354	NL0188	Zeeland Refinery N.V., 072H01B	No			No
21355	21355	NL0189	Zeeland Refinery N.V., 072H01A	No			No
21356	21356	NL0190	YARA Sluiskil BV, centrale 3: GT ( Mach 7) +ketel 8	No			No
21357	21357	NL0191	YARA Sluiskil BV, Centrale 1 : Ketel 7	No			No
21358	21358	NL0192	Tata Steel IJmuiden BV, ENB12	No			No
